
===== spell_payoffs (49) =====
Black Waltz No. 3 | {2}{B}{R} | Legendary Creature — Wizard | incl=90.5(n=6318) | Flying, deathtouch Whenever you cast a noncreature spell, Black Waltz No. 3 deals 2 damage to each opponent.
Thriving Bluff |  | Land | incl=- | This land enters tapped. As it enters, choose a color other than red. {T}: Add {R} or one mana of the chosen color.
Thriving Moor |  | Land | incl=- | This land enters tapped. As it enters, choose a color other than black. {T}: Add {B} or one mana of the chosen color.
Turtle Lair |  | Land | incl=- | {T}: Add {C}. {T}: Add one mana of any color. Spend this mana only to cast a Ninja or Turtle spell. {3}, {T}: Target Ninja or Turtle can't be blocked this turn.
Unclaimed Territory |  | Land | incl=- | As this land enters, choose a creature type. {T}: Add {C}. {T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type.
Valakut, the Molten Pinnacle |  | Land | incl=- | This land enters tapped. Whenever a Mountain you control enters, if you control at least five other Mountains, you may have this land deal 3 damage to any target. {T}: Add {R}.
Valgavoth's Lair |  | Enchantment Land | incl=- | Hexproof This land enters tapped. As it enters, choose a color. {T}: Add one mana of the chosen color.
Vault of Whispers |  | Artifact Land | incl=- | {T}: Add {B}.
Vibrant Cityscape |  | Land | incl=- | {T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
Villainous Hideout |  | Land | incl=- | {T}: Add {C}. {T}: Add one mana of any color. Spend this mana only to cast a Villain spell or to activate an ability of a Villain source. {3}, {T}: Target Villain you control conni
Wastes |  | Basic Land | incl=- | {T}: Add {C}.
White Lotus Hideout |  | Land | incl=- | {T}: Add {C}. {T}: Add one mana of any color. Spend this mana only to cast a Lesson or Shrine spell. {1}, {T}: Add one mana of any color.

===== removal (119) =====
Abrade | {1}{R} | Instant | incl=51.4(n=3588) | Choose one — • Abrade deals 3 damage to target creature. • Destroy target artifact.
Feed the Swarm | {1}{B} | Sorcery | incl=45.7(n=3191) | Destroy target creature or enchantment an opponent controls. You lose life equal to that permanent's mana value.
Suplex | {1}{R} | Sorcery | incl=20.6(n=1441) | Choose one — • Suplex deals 3 damage to target creature. If that creature would die this turn, exile it instead. • Exile target artifact.
Thunder Magic | {R} | Instant | incl=19.7(n=1378) | Tiered (Choose one additional cost.) • Thunder — {0} — Thunder Magic deals 2 damage to target creature. • Thundara — {3} — Thunder Magic deals 4 damage to target creature. • Thunda
Bitter Triumph | {1}{B} | Instant | incl=5.3(n=372) | As an additional cost to cast this spell, discard a card or pay 3 life. Destroy target creature or planeswalker.
Murder | {1}{B}{B} | Instant | incl=4.8(n=337) | Destroy target creature.
Sephiroth's Intervention | {3}{B} | Instant | incl=4.8(n=334) | Destroy target creature. You gain 2 life.
Abyssal Harvester | {1}{B}{B} | Creature — Demon Warlock | incl=- | {T}: Exile target creature card from a graveyard that was put there this turn. Create a token that's a copy of it, except it's a Nightmare in addition to its other types. Then exil
Anchovy & Banana Pizza | {2}{B}{B} | Artifact — Food | incl=- | When this artifact enters, destroy target creature. {2}, {T}, Sacrifice this artifact: You gain 3 life.
Annihilating Glare | {B} | Sorcery | incl=- | As an additional cost to cast this spell, pay {4} or sacrifice an artifact or creature. Destroy target creature or planeswalker.
Anoint with Affliction | {1}{B} | Instant | incl=- | Exile target creature if it has mana value 3 or less. Corrupted — Exile that creature instead if its controller has three or more poison counters.
Artistic Process | {3}{R}{R} | Sorcery | incl=- | Choose one — • Artistic Process deals 6 damage to target creature. • Artistic Process deals 2 damage to each creature you don't control. • Create a 3/3 blue and red Elemental creat
Bake into a Pie | {2}{B}{B} | Instant | incl=- | Destroy target creature. Create a Food token. (It's an artifact with "{2}, {T}, Sacrifice this token: You gain 3 life.")
Barrels of Blasting Jelly | {1} | Artifact | incl=- | {1}: Add one mana of any color. Activate only once each turn. {5}, {T}, Sacrifice this artifact: It deals 5 damage to target creature.
Bear Trap | {1} | Artifact | incl=- | Flash {3}, {T}, Sacrifice this artifact: It deals 3 damage to target creature.
Betrayer's Bargain | {1}{R} | Instant | incl=- | As an additional cost to cast this spell, sacrifice a creature or enchantment or pay {2}. Betrayer's Bargain deals 5 damage to target creature. If that creature would die this turn
Bituminous Blast | {3}{B}{R} | Instant | incl=- | Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the ex
Blood Spatter Analysis | {B}{R} | Enchantment | incl=- | When this enchantment enters, it deals 3 damage to target creature an opponent controls. Whenever one or more creatures die, mill a card and put a bloodstain counter on this enchan
Blooming Blast | {1}{R} | Instant | incl=- | Gift a Treasure (You may promise an opponent a gift as you cast this spell. If you do, they create a Treasure token before its other effects. It's an artifact with "{T}, Sacrifice 
Bogslither's Embrace | {1}{B} | Sorcery | incl=- | As an additional cost to cast this spell, blight 1 or pay {3}. (To blight 1, put a -1/-1 counter on a creature you control.) Exile target creature.
Bombard | {2}{R} | Instant | incl=- | Bombard deals 4 damage to target creature.
Bot Bashing Time | {3}{R} | Sorcery | incl=- | Bot Bashing Time deals 6 damage to target creature. If that creature would die this turn, exile it instead.
Breathe Your Last | {1}{B}{B} | Instant | incl=- | Destroy target creature or planeswalker. You gain 1 life for each of its colors.
Cinder Strike | {R} | Sorcery | incl=- | As an additional cost to cast this spell, you may blight 1. (You may put a -1/-1 counter on a creature you control.) Cinder Strike deals 2 damage to target creature. It deals 4 dam
Combustion Man | {3}{R}{R} | Legendary Creature — Human Assassin | incl=- | Whenever Combustion Man attacks, destroy target permanent unless its controller has Combustion Man deal damage to them equal to his power.
Cruel Cut | {1}{B} | Instant | incl=- | Destroy target creature with power 2 or less.
Cut Down | {B} | Instant | incl=- | Destroy target creature with total power and toughness 5 or less.
Deadly Embrace | {3}{B}{B} | Sorcery | incl=- | Destroy target creature an opponent controls. Then draw a card for each creature that died this turn.
Deadly Precision | {B} | Sorcery | incl=- | As an additional cost to cast this spell, pay {4} or sacrifice an artifact or creature. Destroy target creature.
Death in the Family | {1}{B} | Instant | incl=- | Exile target creature with mana value 3 or less.
Downwind Ambusher | {3}{B} | Creature — Skunk Assassin | incl=- | Flash When this creature enters, choose one — • Target creature an opponent controls gets -1/-1 until end of turn. • Destroy target creature an opponent controls that was dealt dam
Dragon's Prey | {2}{B} | Instant | incl=- | This spell costs {2} more to cast if it targets a Dragon. Destroy target creature.
Dreadbore | {B}{R} | Sorcery | incl=- | Destroy target creature or planeswalker.
Duel Tactics | {R} | Sorcery | incl=- | Duel Tactics deals 1 damage to target creature. It can't block this turn. Flashback {1}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Early Winter | {4}{B} | Instant | incl=- | Choose one — • Exile target creature. • Target opponent exiles an enchantment they control.
Eaten Alive | {B} | Sorcery | incl=- | As an additional cost to cast this spell, sacrifice a creature or pay {3}{B}. Exile target creature or planeswalker.
Electro's Bolt | {2}{R} | Sorcery | incl=- | Electro's Bolt deals 4 damage to target creature. Mayhem {1}{R} (You may cast this card from your graveyard for {1}{R} if you discarded it this turn. Timing rules still apply.)
Embrace Oblivion | {B} | Sorcery | incl=- | As an additional cost to cast this spell, sacrifice an artifact or creature. Destroy target creature or Spacecraft.
Epic Downfall | {1}{B} | Sorcery | incl=- | Exile target creature with mana value 3 or greater.
Essence Extraction | {1}{B}{B} | Instant | incl=- | Essence Extraction deals 3 damage to target creature and you gain 3 life.
Feed the Cycle | {1}{B} | Instant | incl=- | As an additional cost to cast this spell, forage or pay {B}. (To forage, exile three cards from your graveyard or sacrifice a Food.) Destroy target creature or planeswalker.
Feed the Flames | {3}{R} | Instant | incl=- | Feed the Flames deals 5 damage to target creature. If that creature would die this turn, exile it instead.
Feed the Serpent | {2}{B}{B} | Instant | incl=- | Exile target creature or planeswalker.
Fell | {1}{B} | Sorcery | incl=- | Destroy target creature.
Fiery Annihilation | {2}{R} | Instant | incl=- | Fiery Annihilation deals 5 damage to target creature. Exile up to one target Equipment attached to that creature. If that creature would die this turn, exile it instead.
Fiery Intervention | {4}{R} | Sorcery | incl=- | Choose one — • Fiery Intervention deals 5 damage to target creature. • Destroy target artifact.
Final Vengeance | {B} | Sorcery | incl=- | As an additional cost to cast this spell, sacrifice a creature or enchantment. Exile target creature.
Firebending Lesson | {R} | Instant — Lesson | incl=- | Kicker {4} (You may pay an additional {4} as you cast this spell.) Firebending Lesson deals 2 damage to target creature. If this spell was kicked, it deals 5 damage to that creatur
Foolish Fate | {2}{B} | Instant | incl=- | Destroy target creature. Infusion — If you gained life this turn, that creature's controller loses 3 life.
Galvanize | {1}{R} | Instant | incl=- | Galvanize deals 3 damage to target creature. If you've drawn two or more cards this turn, Galvanize deals 5 damage to that creature instead.
General Traag, Heart of Stone | {3}{R}{R} | Legendary Artifact Creature — Elemental Soldier | incl=- | Trample When General Traag enters, you may sacrifice another artifact. When you do, General Traag deals 4 damage to target creature.
Glassworks // Shattered Yard | {2}{R} // {4}{R} | Enchantment — Room // Enchantment — Room | incl=- | When you unlock this door, this Room deals 4 damage to target creature an opponent controls. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may 
Goblin Firebomb | {1} | Artifact | incl=- | Flash {7}, {T}, Sacrifice this artifact: Destroy target permanent.
Gravkill | {3}{B} | Instant | incl=- | Exile target creature or Spacecraft.
Heartless Act | {1}{B} | Instant | incl=- | Choose one — • Destroy target creature with no counters on it. • Remove up to three counters from target creature.
Heated Argument | {4}{R} | Instant | incl=- | Heated Argument deals 6 damage to target creature. You may exile a card from your graveyard. If you do, Heated Argument also deals 2 damage to that creature's controller.
Hellish Sideswipe | {B} | Sorcery | incl=- | As an additional cost to cast this spell, sacrifice an artifact or creature. Destroy target creature or Vehicle. If the sacrificed permanent was a Vehicle, draw a card.
Hero's Downfall | {1}{B}{B} | Instant | incl=- | Destroy target creature or planeswalker.
Hour of Defeat | {3}{B} | Instant | incl=- | Destroy target creature. Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
Impose Hierarchy | {1}{B} | Instant | incl=- | Destroy target creature with mana value 4 or less. You gain 1 life for each creature card in its controller's hand.
Impossible Inferno | {4}{R} | Instant | incl=- | Impossible Inferno deals 6 damage to target creature. Delirium — If there are four or more card types among cards in your graveyard, exile the top card of your library. You may pla
Incinerating Blast | {4}{R} | Sorcery | incl=- | Incinerating Blast deals 6 damage to target creature. You may discard a card. If you do, draw a card.
Introduction to Annihilation | {5} | Sorcery — Lesson | incl=- | Exile target nonland permanent. Its controller draws a card.
Invasive Maneuvers | {1}{R} | Instant | incl=- | Invasive Maneuvers deals 3 damage to target creature. It deals 5 damage instead if you control a Spacecraft.
Iroh's Demonstration | {1}{R} | Sorcery — Lesson | incl=- | Choose one — • Iroh's Demonstration deals 1 damage to each creature your opponents control. • Iroh's Demonstration deals 4 damage to target creature.
Judgment Bolt | {3}{R} | Instant | incl=- | Judgment Bolt deals 5 damage to target creature and X damage to that creature's controller, where X is the number of Equipment you control.
Light of Judgment | {4}{R} | Instant | incl=- | Light of Judgment deals 6 damage to target creature. Destroy up to one Equipment attached to that creature.
Lunatic Pandora | {1} | Legendary Artifact | incl=- | {2}, {T}: Surveil 1. (Look at the top card of your library. You may put it into your graveyard.) {6}, {T}, Sacrifice Lunatic Pandora: Destroy target nonland permanent.
Mage Hunters' Onslaught | {2}{B}{B} | Sorcery | incl=- | Destroy target creature or planeswalker. Whenever a creature blocks this turn, its controller loses 1 life.
Manhole Missile | {1}{R} | Instant | incl=- | Manhole Missile deals 3 damage to target creature. You may put a card from your hand on the bottom of your library. If you do, draw a card.
Meteor Golem | {7} | Artifact Creature — Golem | incl=- | When this creature enters, destroy target nonland permanent an opponent controls.
Meteor Sword | {7} | Artifact — Equipment | incl=- | When this Equipment enters, destroy target permanent. Equipped creature gets +3/+3. Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)
Mirrodin Avenged | {B} | Instant | incl=- | Destroy target creature that was dealt damage this turn. Draw a card.
Molten Exhale | {1}{R} | Sorcery | incl=- | You may cast this spell as though it had flash if you behold a Dragon as an additional cost to cast it. (To behold a Dragon, choose a Dragon you control or reveal a Dragon card fro
Mouser Foundry | {1}{R} | Artifact | incl=- | When this artifact enters or leaves the battlefield, create a 1/1 colorless Robot artifact creature token. {4}{R}, Sacrifice this artifact: It deals 3 damage to target creature.
Mudbutton Cursetosser | {B} | Creature — Goblin Warlock | incl=- | As an additional cost to cast this spell, behold a Goblin or pay {2}. (To behold a Goblin, choose a Goblin you control or reveal a Goblin card from your hand.) This creature can't 
Orbital Plunge | {3}{R} | Sorcery | incl=- | Orbital Plunge deals 6 damage to target creature. If excess damage was dealt this way, create a Lander token. (It's an artifact with "{2}, {T}, Sacrifice this token: Search your li
Overwhelming Surge | {2}{R} | Instant | incl=- | Choose one or both — • Overwhelming Surge deals 3 damage to target creature. • Destroy target noncreature artifact.
Overwhelming Victory | {4}{R} | Instant — Lesson | incl=- | Overwhelming Victory deals 5 damage to target creature. Each creature you control gains trample and gets +X/+0 until end of turn, where X is the amount of excess damage dealt this 
Photon Blast Barrage | {X}{R}{R} | Sorcery | incl=- | When you cast this spell, copy it X times. You may choose new targets for the copies. Photon Blast Barrage deals 1 damage to target creature.
Powerstone Fracture | {1}{B} | Sorcery | incl=- | As an additional cost to cast this spell, sacrifice an artifact or creature. Destroy target creature or planeswalker.
Pumpkin Bombardment | {B/R} | Sorcery | incl=- | As an additional cost to cast this spell, discard a card or pay {2}. Pumpkin Bombardment deals 3 damage to target creature.
Qutrub Forayer | {2}{B} | Creature — Zombie Horror | incl=- | When this creature enters, choose one — • Destroy target creature that was dealt damage this turn. • Exile up to two target cards from a single graveyard.
Ray of Ruin | {4}{B} | Sorcery | incl=- | Exile target creature, Vehicle, or nonbasic land. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)
Reiterating Bolt | {1}{R} | Sorcery | incl=- | Replicate—Pay {E}{E}{E}. (When you cast this spell, copy it for each time you paid its replicate cost. You may choose new targets for the copies.) Reiterating Bolt deals 3 damage t
Repulsor Blast | {3}{R} | Sorcery | incl=- | Teamwork 2 (As an additional cost to cast this spell, you may tap any number of creatures you control with total power 2 or more.) Repulsor Blast deals 5 damage to target creature.
Requiting Hex | {B} | Instant | incl=- | As an additional cost to cast this spell, you may blight 1. (You may put a -1/-1 counter on a creature you control.) Destroy target creature with mana value 2 or less. If this spel
Rile | {R} | Sorcery | incl=- | Rile deals 1 damage to target creature you control. That creature gains trample until end of turn. Draw a card.
Salt Road Skirmish | {3}{B} | Sorcery | incl=- | Destroy target creature. Create two 1/1 red Warrior creature tokens. They gain haste until end of turn. Sacrifice them at the beginning of the next end step.
Scorching Dragonfire | {1}{R} | Instant | incl=- | Scorching Dragonfire deals 3 damage to target creature or planeswalker. If that creature or planeswalker would die this turn, exile it instead.

===== treasure (46) =====
Storm-Kiln Artist | {3}{R} | Creature — Dwarf Shaman | incl=61.9(n=4325) | This creature gets +1/+0 for each artifact you control. Magecraft — Whenever you cast or copy an instant or sorcery spell, create a Treasure token.
Big Score | {3}{R} | Instant | incl=54.4(n=3800) | As an additional cost to cast this spell, discard a card. Draw two cards and create two Treasure tokens. (They're artifacts with "{T}, Sacrifice this token: Add one mana of any col
Deadly Dispute | {1}{B} | Instant | incl=43(n=3003) | As an additional cost to cast this spell, sacrifice an artifact or creature. Draw two cards and create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one 
Unexpected Windfall | {2}{R}{R} | Instant | incl=32.4(n=2260) | As an additional cost to cast this spell, discard a card. Draw two cards and create two Treasure tokens. (They're artifacts with "{T}, Sacrifice this token: Add one mana of any col
Seize the Spoils | {2}{R} | Sorcery | incl=14.5(n=1011) | As an additional cost to cast this spell, discard a card. Draw two cards and create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color."
Strike It Rich | {R} | Sorcery | incl=14(n=978) | Create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.") Flashback {2}{R} (You may cast this card from your graveyard for its flashb
Fake Your Own Death | {1}{B} | Instant | incl=7.9(n=555) | Until end of turn, target creature gets +2/+0 and gains "When this creature dies, return it to the battlefield tapped under its owner's control and you create a Treasure token." (I
Ancestors' Aid | {1}{R} | Instant | incl=- | Target creature gets +2/+0 and gains first strike until end of turn. Create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.")
Beamtown Beatstick | {R} | Artifact — Equipment | incl=- | Equipped creature gets +1/+0 and has menace. (It can't be blocked except by two or more creatures.) Whenever equipped creature deals combat damage to a player or battle, create a T
Blooming Blast | {1}{R} | Instant | incl=- | Gift a Treasure (You may promise an opponent a gift as you cast this spell. If you do, they create a Treasure token before its other effects. It's an artifact with "{T}, Sacrifice 
Breeches, Eager Pillager | {2}{R} | Legendary Creature — Goblin Pirate | incl=- | First strike Whenever a Pirate you control attacks, choose one that hasn't been chosen this turn — • Create a Treasure token. • Target creature can't block this turn. • Exile the t
Careening Mine Cart | {3} | Artifact — Vehicle | incl=- | Whenever this Vehicle attacks, create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.") Crew 1 (Tap any number of creatures you cont
Charming Scoundrel | {1}{R} | Creature — Human Rogue | incl=- | Haste When this creature enters, choose one — • Discard a card, then draw a card. • Create a Treasure token. • Create a Wicked Role token attached to target creature you control.
Common Crook | {1}{B} | Creature — Human Rogue Villain | incl=- | When this creature dies, create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.")
Crucias, Titan of the Waves | {1}{B}{R} | Legendary Creature — Human Pirate | incl=- | At the beginning of your end step, you may discard a card. If you do, create a Treasure token and choose ambitious or expedient. If you chose ambitious, seek a card with greater ma
Diamond Pick-Axe | {R} | Artifact — Equipment | incl=- | Indestructible (Effects that say "destroy" don't destroy this Equipment.) Equipped creature gets +1/+1 and has "Whenever this creature attacks, create a Treasure token." (It's an a
Enterprising Scallywag | {1}{R} | Creature — Goblin Pirate | incl=- | At the beginning of your end step, if you descended this turn, create a Treasure token. (You descended if a permanent card was put into your graveyard from anywhere.)
Flamekin Gildweaver | {3}{R} | Creature — Elemental Sorcerer | incl=- | Trample When this creature enters, create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.")
Gleaming Barrier | {2} | Artifact Creature — Wall | incl=- | Defender When this creature dies, create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.")
Goblin Glasswright // Craft with Pride | {1}{R} // {R} | Creature — Goblin Sorcerer // Sorcery | incl=- | This creature enters prepared. (While it's prepared, you may cast a copy of its spell. Doing so unprepares it.) // Create a Treasure token. (It's an artifact with "{T}, Sacrifice t
Goldspan Dragon | {3}{R}{R} | Creature — Dragon | incl=- | Flying, haste Whenever this creature attacks or becomes the target of a spell, create a Treasure token. Treasures you control have "{T}, Sacrifice this artifact: Add two mana of an
Goldvein Pick | {2} | Artifact — Equipment | incl=- | Equipped creature gets +1/+1. Whenever equipped creature deals combat damage to a player, create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana o
Great Train Heist | {R} | Instant | incl=- | Spree (Choose one or more additional costs.) + {2}{R} — Untap all creatures you control. If it's your combat phase, there is an additional combat phase after this phase. + {2} — Cr
Greedy Freebooter | {B} | Creature — Human Pirate | incl=- | When this creature dies, scry 1 and create a Treasure token. (To scry 1, look at the top card of your library. You may put that card on the bottom. A Treasure token is an artifact 
Involuntary Employment | {3}{R} | Sorcery | incl=- | Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. Create a Treasure token. (It's an artifact with "{T}, Sacrifice this token
J. Jonah Jameson | {2}{R} | Legendary Creature — Human Citizen | incl=- | When J. Jonah Jameson enters, suspect up to one target creature. (A suspected creature has menace and can't block.) Whenever a creature you control with menace attacks, create a Tr
Luxurious Locomotive | {5} | Artifact — Vehicle | incl=- | Whenever this Vehicle attacks, create a Treasure token for each creature that crewed it this turn. (They're artifacts with "{T}, Sacrifice this token: Add one mana of any color.") 
Magic Pot | {3} | Artifact Creature — Goblin Construct | incl=- | When this creature dies, create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.") {2}, {T}: Exile target card from a graveyard.
Meticulous Artisan | {3}{R} | Creature — Djinn Artificer | incl=- | Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.) When this creature enters, create a Treasure token. (It's an artifact with "{T}, Sacrif
Mine Raider | {2}{R} | Creature — Human Rogue | incl=- | Trample When this creature enters, if you control another outlaw, create a Treasure token. (Assassins, Mercenaries, Pirates, Rogues, and Warlocks are outlaws. A Treasure token is a
Monument to Endurance | {3} | Artifact | incl=- | Whenever you discard a card, choose one that hasn't been chosen this turn — • Draw a card. • Create a Treasure token. • Each opponent loses 3 life.
Namazu Trader | {3}{B} | Creature — Fish Citizen | incl=- | When this creature enters, you lose 1 life and create a Treasure token. Whenever this creature attacks, you may sacrifice another creature or artifact. If you do, surveil 2. (Look 
Plundering Pirate | {2}{R} | Creature — Orc Pirate | incl=- | When this creature enters, create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.")
Prompto Argentum | {1}{R} | Legendary Creature — Human Scout | incl=- | Haste Selfie Shot — Whenever you cast a noncreature spell, if at least four mana was spent to cast it, create a Treasure token.
Ragavan, Nimble Pilferer | {R} | Legendary Creature — Monkey Pirate | incl=- | Whenever Ragavan deals combat damage to a player, create a Treasure token and exile the top card of that player's library. Until end of turn, you may cast that card. Dash {1}{R} (Y
Reckless Ransacking | {1}{R} | Instant | incl=- | Target creature gets +3/+2 until end of turn. Create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.")
Reckoner Bankbuster | {2} | Artifact — Vehicle | incl=- | This Vehicle enters with three charge counters on it. {2}, {T}, Remove a charge counter from this Vehicle: Draw a card. Then if there are no charge counters on this Vehicle, create
Scuzzback Scrounger | {1}{R} | Creature — Goblin Warrior | incl=- | At the beginning of your first main phase, you may blight 1. If you do, create a Treasure token. (To blight 1, put a -1/-1 counter on a creature you control. A Treasure token is an
Stark Industries Executive | {R} | Creature — Human Advisor | incl=- | {2}, {T}: Create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.")
Sticky Fingers | {R} | Enchantment — Aura | incl=- | Enchant creature Enchanted creature has menace and "Whenever this creature deals combat damage to a player, create a Treasure token." (It can't be blocked except by two or more cre
Ticket Tortoise | {2} | Artifact Creature — Turtle | incl=- | Defender When this creature enters, if an opponent controls more lands than you, you create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any
Ultimate Green Goblin | {1}{B/R}{B/R} | Legendary Creature — Goblin Villain | incl=- | At the beginning of your upkeep, discard a card, then create a Treasure token. Mayhem {2}{B/R} (You may cast this card from your graveyard for {2}{B/R} if you discarded it this tur
Undercity Dire Rat | {1}{B} | Creature — Rat | incl=- | Rat Tail — When this creature dies, create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.")
Undercity Scrounger | {2}{B} | Artifact Creature — Human Rogue | incl=- | {T}: Create a Treasure token. Activate only if a creature died this turn. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.")
Vault Robber | {1}{R} | Creature — Dwarf Rogue | incl=- | {1}, {T}, Exile a creature card from your graveyard: Create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.")
Warren Soultrader | {2}{B} | Creature — Zombie Goblin Wizard | incl=- | Pay 1 life, Sacrifice another creature: Create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.")

===== cantrips (42) =====
Night's Whisper | {1}{B} | Sorcery | incl=66.5(n=4645) | You draw two cards and lose 2 life.
Faithless Looting | {R} | Sorcery | incl=62.3(n=4350) | Draw two cards, then discard two cards. Flashback {2}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Thrill of Possibility | {1}{R} | Instant | incl=53.1(n=3705) | As an additional cost to cast this spell, discard a card. Draw two cards.
Deadly Dispute | {1}{B} | Instant | incl=43(n=3003) | As an additional cost to cast this spell, sacrifice an artifact or creature. Draw two cards and create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one 
Demand Answers | {1}{R} | Instant | incl=40.4(n=2821) | As an additional cost to cast this spell, sacrifice an artifact or discard a card. Draw two cards.
Grab the Prize | {1}{R} | Sorcery | incl=31.5(n=2200) | As an additional cost to cast this spell, discard a card. Draw two cards. If the discarded card wasn't a land card, Grab the Prize deals 2 damage to each opponent.
Expedite | {R} | Instant | incl=18.4(n=1284) | Target creature gains haste until end of turn. Draw a card.
Village Rites | {B} | Instant | incl=14.2(n=993) | As an additional cost to cast this spell, sacrifice a creature. Draw two cards.
Crimson Wisps | {R} | Instant | incl=13(n=906) | Target creature becomes red and gains haste until end of turn. (It can attack and {T} this turn.) Draw a card.
Crash Through | {R} | Sorcery | incl=8.5(n=594) | Creatures you control gain trample until end of turn. (Each of those creatures can deal excess combat damage to the player or planeswalker it's attacking.) Draw a card.
Renegade Tactics | {R} | Sorcery | incl=7.7(n=539) | Target creature can't block this turn. Draw a card.
Tormenting Voice | {1}{R} | Sorcery | incl=7.4(n=515) | As an additional cost to cast this spell, discard a card. Draw two cards.
Corrupted Conviction | {B} | Instant | incl=6.6(n=458) | As an additional cost to cast this spell, sacrifice a creature. Draw two cards.
Ancestral Anger | {R} | Sorcery | incl=- | Target creature gains trample and gets +X/+0 until end of turn, where X is 1 plus the number of cards named Ancestral Anger in your graveyard. Draw a card.
Costly Plunder | {1}{B} | Instant | incl=- | As an additional cost to cast this spell, sacrifice an artifact or creature. Draw two cards.
Cunning Maneuver | {1}{R} | Instant | incl=- | Target creature gets +3/+1 until end of turn. Create a Clue token. (It's an artifact with "{2}, Sacrifice this token: Draw a card.")
Desperate Measures | {B} | Instant | incl=- | Target creature gets +1/-1 until end of turn. When it dies under your control this turn, draw two cards.
Energybending | {2} | Instant — Lesson | incl=- | Lands you control gain all basic land types until end of turn. Draw a card.
Fists of Flame | {1}{R} | Instant | incl=- | Draw a card. Until end of turn, target creature gains trample and gets +1/+0 for each card you've drawn this turn. (A creature with trample can deal excess combat damage to the pla
Hellish Sideswipe | {B} | Sorcery | incl=- | As an additional cost to cast this spell, sacrifice an artifact or creature. Destroy target creature or Vehicle. If the sacrificed permanent was a Vehicle, draw a card.
Hunt for Specimens | {1}{B} | Sorcery | incl=- | Create a 1/1 black and green Pest creature token with "When this token dies, you gain 1 life." Learn. (You may reveal a Lesson card you own from outside the game and put it into yo
Hymn of the Faller | {1}{B} | Sorcery | incl=- | Surveil 1, then you draw a card and lose 1 life. (To surveil 1, look at the top card of your library. You may put it into your graveyard.) Void — If a nonland permanent left the ba
Impolite Entrance | {R} | Sorcery | incl=- | Target creature gains trample and haste until end of turn. Draw a card.
Jet's Brainwashing | {R} | Sorcery | incl=- | Kicker {3} (You may pay an additional {3} as you cast this spell.) Target creature can't block this turn. If this spell was kicked, gain control of that creature until end of turn,
Locust Spray | {B} | Instant | incl=- | Target creature gets -1/-1 until end of turn. Cycling {B} ({B}, Discard this card: Draw a card.)
Magmatic Insight | {R} | Sorcery | incl=- | As an additional cost to cast this spell, discard a land card. Draw two cards.
Manhole Missile | {1}{R} | Instant | incl=- | Manhole Missile deals 3 damage to target creature. You may put a card from your hand on the bottom of your library. If you do, draw a card.
Might of the Meek | {R} | Instant | incl=- | Target creature gains trample until end of turn. It also gets +1/+0 until end of turn if you control a Mouse. Draw a card.
Mirrodin Avenged | {B} | Instant | incl=- | Destroy target creature that was dealt damage this turn. Draw a card.
Plumb the Forbidden | {1}{B} | Instant | incl=- | As an additional cost to cast this spell, you may sacrifice one or more creatures. When you do, copy this spell for each creature sacrificed this way. You draw a card and lose 1 li
