cohort,id,commander,F,coverage,plan,plan_live,R,q_live,q_typed,q_final,q_typed_final,conc_gap,conc_share,conc_ent,role_conc,link_cons,link_u,link_typed,link_plan,cmd_link,cmd_econ,cmd_typed,cmd_member,shape_d,s_live,total,win_w,base,w_syn,cap_hard,mana_m,mv_fit,comb_qc,comb_ql
"real","276330973","Emet-Selch, Unsundered // Hades, Sorcerer of Eld",60.000000,0.583333,"control","control",0.330000,0.450000,0.771429,0.420000,0.720000,0.000000,0.500000,0.001543,0.185720,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,19.000000,67.700000,72.470103,14.432990,19.000000,86.800000,0.933333,0.385714,0.771429
"real","348684938","Koth, Fire of Resistance",60.000000,0.433333,"aggro","spells",0.420000,0.283333,0.653846,0.250000,0.576923,0.016667,0.515152,0.006230,0.075199,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,87.700000,74.831959,14.432990,100.000000,99.900000,0.816667,0.336830,0.653846
"real","348644261","Speedball, New Warrior",63.000000,0.793651,"spells","spells",0.990000,0.650794,0.820000,0.650000,0.819000,0.134680,0.557708,0.005832,0.376504,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,19.000000,66.500000,69.006186,14.432990,19.000000,67.300000,0.936508,0.457321,0.820000
"real","348690471","Terra, Herald of Hope",57.000000,0.789474,"recursion","recursion",1.000000,0.687223,0.870483,0.680000,0.861333,0.108276,0.542757,0.002905,0.136214,1.000000,1.000000,0.022222,1.000000,0.177778,0.733333,1.000000,1.000000,-0.070359,0.000000,19.000000,90.100000,71.539175,14.432990,19.000000,78.400000,0.947368,0.472461,0.870483
"real","348653015","Elas il-Kor, Sadistic Pilgrim",59.000000,0.762712,"lifegain","typal",0.165000,0.627119,0.822222,0.540000,0.708000,0.084746,0.536232,0.008839,0.245497,1.000000,1.000000,0.022222,1.000000,0.000000,0.666667,1.000000,1.000000,,0.000000,20.000000,85.800000,74.951546,14.432990,100.000000,94.400000,0.966102,0.440902,0.822222
"real","348697071","Heroes in a Half Shell",60.000000,0.650000,"midrange","control",0.371250,0.450000,0.692308,0.390000,0.600000,0.000000,0.500000,0.001934,0.042210,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,-0.076154,0.000000,20.000000,92.200000,75.089691,14.432990,100.000000,94.300000,0.950000,0.346154,0.692308
"real","276328805","Lonis, Cryptozoologist",61.000000,0.639344,"typal","typal",0.770000,0.475410,0.743590,0.480000,0.750769,0.000000,0.500000,0.008450,0.061426,1.000000,1.000000,0.025641,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,90.100000,67.562887,14.432990,100.000000,86.200000,0.934426,0.371795,0.743590
"real","348649806","Old Rutstein",60.000000,0.800000,"recursion","control",0.594000,0.550000,0.687500,0.420000,0.525000,0.016667,0.507692,0.005965,0.055961,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.121651,0.000000,20.000000,85.000000,73.686598,14.432990,100.000000,96.800000,0.833333,0.349038,0.687500
"real","348650723","Peter Parker // Amazing Spider-Man",60.000000,0.633333,"aggro","recursion",0.120000,0.400000,0.631579,0.330000,0.521053,0.066667,0.545455,0.007101,0.072529,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,90.100000,68.068041,14.432990,100.000000,88.700000,0.500000,0.344498,0.631579
"real","348676994","Niv-Mizzet, Parun",63.000000,0.761905,"spells","spells",1.000000,0.650794,0.854167,0.650000,0.853125,0.013308,0.505165,0.003140,0.337819,1.000000,0.000000,0.000000,1.000000,0.000000,0.625000,1.000000,1.000000,0.185819,0.000000,19.000000,68.700000,76.737113,14.432990,19.000000,92.400000,0.888889,0.431495,0.854167
"real","348641829","Gix, Yawgmoth Praetor",61.000000,0.852459,"control","recursion",0.330000,0.557377,0.653846,0.540000,0.633462,0.010929,0.504950,0.000798,0.166462,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,87.700000,75.704124,14.432990,100.000000,93.400000,1.000000,0.330160,0.653846
"real","276328347","Anti-Venom, Horrifying Healer",59.000000,0.677966,"midrange","midrange",0.495000,0.440678,0.650000,0.410000,0.604750,0.000000,0.500000,0.010796,0.033534,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,-0.080302,0.000000,20.000000,99.500000,74.896907,14.432990,100.000000,82.100000,1.000000,0.325000,0.650000
"real","344211447","Rowan, Scion of War",64.000000,0.890625,"spells","spells",0.990000,0.750000,0.842105,0.750000,0.842105,0.088542,0.531365,0.006660,0.334450,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,68.000000,74.000000,75.500000,85.285567,14.432990,100.000000,92.400000,0.875000,0.447466,0.842105
"real","348668431","Tannuk, Steadfast Second",59.000000,0.813559,"control","typal",0.495000,0.677966,0.833333,0.680000,0.835833,0.220339,0.597015,0.019321,0.024049,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.077517,0.000000,20.000000,92.200000,75.177320,14.432990,100.000000,94.400000,0.915254,0.497512,0.833333
"real","344214745","Raddic, Tal Zealot",59.000000,0.711864,"midrange","recursion",0.618750,0.457627,0.642857,0.440000,0.618095,0.016949,0.509434,0.001115,0.039036,1.000000,1.000000,0.000000,1.000000,0.000000,0.380952,1.000000,1.000000,,0.000000,20.000000,97.100000,75.404124,14.432990,100.000000,78.500000,0.983051,0.327493,0.642857
"real","348644238","The Locust God",59.000000,0.796610,"spells","spells",1.000000,0.644068,0.808511,0.640000,0.803404,0.081664,0.533844,0.002540,0.250319,1.000000,1.000000,0.000000,1.000000,0.000000,0.659574,1.000000,1.000000,0.160468,0.000000,19.000000,67.700000,72.192784,14.432990,19.000000,79.000000,0.932203,0.431619,0.808511
"real","348665764","Zada, Hedron Grinder",72.000000,0.763889,"spells","spells",1.000000,0.694444,0.909091,0.690000,0.903273,0.236111,0.602410,0.017160,0.081777,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,73.800000,69.704124,14.432990,100.000000,77.500000,1.000000,0.547645,0.000000
"real","348642138","Urabrask // The Great Work",61.000000,0.819672,"spells","spells",1.000000,0.737705,0.900000,0.740000,0.902800,0.153005,0.557851,0.008793,0.225610,0.500000,0.500000,0.010000,1.000000,0.000000,0.000000,0.000000,0.000000,0.083938,18.800000,35.000000,62.000000,78.104124,14.432990,100.000000,97.700000,0.918033,0.502066,0.900000
"real","348679492","Omnath, Locus of Creation",58.000000,0.637931,"midrange","control",1.000000,0.517241,0.810811,0.520000,0.815135,0.000000,0.500000,0.006682,0.109031,1.000000,1.000000,0.000000,1.000000,0.108108,0.648649,1.000000,1.000000,,0.000000,19.000000,94.000000,75.588660,14.432990,19.000000,73.100000,0.948276,0.405405,0.810811
"real","348674640","Karumonix, the Rat King",64.000000,0.765625,"aristocrats","aristocrats",1.000000,0.671875,0.877551,0.670000,0.875102,0.093750,0.537500,0.009925,0.184976,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.061887,0.000000,20.000000,87.700000,73.032990,14.432990,100.000000,94.400000,0.890625,0.471684,0.877551
"real","355050170","The Notary Hobbits",62.000000,0.709677,"control","control",0.495000,0.419355,0.590909,0.350000,0.493182,0.032258,0.520000,0.002510,0.077937,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,19.000000,90.700000,71.857732,14.432990,19.000000,79.400000,0.774194,0.307273,0.590909
"real","348669362","K'rrik, Son of Yawgmoth",68.000000,0.779412,"lifegain","aristocrats",0.433125,0.632353,0.811321,0.630000,0.808302,0.044118,0.518072,0.007902,0.007850,1.000000,1.000000,0.056604,1.000000,0.000000,0.283019,1.000000,1.000000,,0.000000,20.000000,75.800000,74.010309,14.432990,100.000000,89.200000,0.970588,0.420323,0.811321
"real","348661923","Oura, the Imitator",60.000000,0.783333,"spells","spells",0.990000,0.600000,0.765957,0.600000,0.765957,0.050000,0.521739,0.009006,0.522646,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,19.000000,99.500000,76.454639,14.432990,19.000000,77.900000,0.950000,0.399630,0.765957
"real","348683788","Vial Smasher the Fierce",59.000000,0.728814,"control","control",0.330000,0.508475,0.697674,0.510000,0.699767,0.028249,0.514286,0.004698,0.280784,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.080646,0.000000,19.000000,90.100000,73.186598,14.432990,19.000000,68.600000,0.949153,0.358804,0.697674
"real","348655020","Tezzeret, Master of the Bridge",58.000000,0.706897,"midrange","typal",1.000000,0.620690,0.878049,0.620000,0.877073,0.000000,0.500000,0.004025,0.005779,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,62.000000,71.831959,14.432990,100.000000,88.000000,0.896552,0.439024,0.878049
"real","348645254","Wolverine, Best There Is",58.000000,0.689655,"control","spells",0.330000,0.551724,0.800000,0.530000,0.768500,0.017241,0.507937,0.007902,0.150519,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.142939,0.000000,20.000000,63.700000,61.761856,14.432990,100.000000,54.300000,1.000000,0.406349,0.800000
"real","348672280","Lathril, Blade of the Elves",58.000000,0.827586,"typal","typal",1.000000,0.673633,0.813973,0.670000,0.809583,0.001219,0.500453,0.003458,0.163895,1.000000,1.000000,0.000000,1.000000,0.000000,0.687500,1.000000,1.000000,,0.000000,20.000000,94.000000,74.221649,14.432990,100.000000,75.100000,0.982759,0.407355,0.813973
"real","348663711","Marina Vendrell",59.000000,0.491525,"lifegain","lifegain",0.165000,0.338983,0.689655,0.340000,0.691724,0.000000,0.500000,0.003189,0.145803,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,75.800000,66.456701,14.432990,100.000000,82.400000,0.762712,0.344828,0.689655
"real","348687783","Witherbloom, the Balancer",59.000000,0.813559,"spells","spells",0.495000,0.681048,0.837121,0.680000,0.835833,0.020031,0.507463,0.016858,0.203868,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,80.500000,70.007216,14.432990,100.000000,97.100000,0.728814,0.424808,0.837121
"real","353408683","Quintorius, History Chaser",59.000000,0.576271,"control","control",0.660000,0.510700,0.886215,0.510000,0.885000,0.002226,0.501092,0.005254,0.160559,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.025380,0.000000,20.000000,73.800000,70.880412,14.432990,100.000000,79.400000,1.000000,0.444075,0.886215
"real","348703211","Kefka, Court Mage // Kefka, Ruler of Ruin",73.000000,0.698630,"typal","typal",1.000000,0.589041,0.843137,0.590000,0.844510,0.095890,0.544304,0.011354,0.218581,1.000000,1.000000,0.000000,1.000000,0.000000,0.549020,1.000000,1.000000,,0.000000,20.000000,87.700000,64.576289,14.432990,100.000000,30.500000,0.972603,0.458923,0.843137
"real","353001526","Y'shtola, Night's Blessed",59.000000,0.813559,"aggro","aggro",0.120000,0.322034,0.395833,0.320000,0.393333,0.322034,1.000000,1.000000,0.200332,1.000000,1.000000,0.000000,1.000000,0.020833,0.416667,1.000000,1.000000,,0.000000,20.000000,70.700000,70.869072,14.432990,100.000000,66.400000,0.915254,0.395833,0.395833
"real","348702168","Sephiroth, Fabled SOLDIER // Sephiroth, One-Winged Angel",60.000000,0.783333,"aristocrats","aristocrats",1.000000,0.705556,0.900709,0.700000,0.893617,0.105556,0.540426,0.010563,0.111444,1.000000,1.000000,0.021277,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,85.000000,76.793814,14.432990,100.000000,99.300000,0.866667,0.486766,0.900709
"real","348702179","Terra, Magical Adept // Esper Terra",63.000000,0.825397,"recursion","combo",1.000000,0.619048,0.750000,0.460000,0.557308,0.063492,0.527027,0.012014,0.021933,1.000000,1.000000,0.019231,1.000000,0.000000,0.000000,0.000000,0.000000,0.073277,22.700000,38.000000,62.000000,64.335052,14.432990,100.000000,81.100000,0.952381,0.395270,0.750000
"real","348696907","Atraxa, Praetors' Voice",59.000000,0.593220,"control","control",0.742500,0.480226,0.809524,0.460000,0.775429,0.016949,0.508982,0.026594,0.024173,1.000000,1.000000,0.000000,1.000000,0.000000,0.400000,1.000000,1.000000,,0.000000,19.000000,79.100000,73.300000,14.432990,19.000000,94.300000,1.000000,0.412033,0.809524
"real","348701514","Nashi, Illusion Gadgeteer",55.000000,0.727273,"control","midrange",0.330000,0.545455,0.750000,0.550000,0.756250,0.015794,0.507345,0.002188,0.219580,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.057464,0.000000,19.000000,67.700000,67.250515,14.432990,19.000000,61.200000,0.963636,0.380509,0.750000
"real","348682823","Professor Dellian Fel",65.000000,0.800000,"recursion","recursion",1.000000,0.615385,0.769231,0.580000,0.725000,0.030769,0.512821,0.002564,0.094759,1.000000,1.000000,0.000000,1.000000,0.000000,0.423077,1.000000,1.000000,,0.000000,20.000000,90.100000,72.975258,14.432990,100.000000,96.900000,0.907692,0.394477,0.769231
"real","348697962","Yuriko, the Tiger's Shadow",65.000000,0.692308,"midrange","midrange",0.396000,0.430769,0.622222,0.370000,0.534444,0.030769,0.518519,0.004281,0.134675,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.115564,0.000000,19.000000,87.700000,73.120619,14.432990,19.000000,89.900000,0.892308,0.322634,0.622222
"real","348700674","Spider-Man 2099",61.000000,0.639344,"control","midrange",0.330000,0.491803,0.769231,0.490000,0.766410,0.027322,0.514286,0.001450,0.173410,1.000000,0.500000,0.012821,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,19.000000,67.700000,72.667010,14.432990,19.000000,94.600000,0.983607,0.395604,0.769231
"real","348697157","Hei Bai, Forest Guardian",56.000000,0.857143,"midrange","midrange",0.198000,0.575036,0.670875,0.570000,0.665000,0.158369,0.579847,0.018475,0.168543,1.000000,1.000000,0.000000,1.000000,0.020833,0.312500,1.000000,1.000000,0.311601,0.000000,19.000000,70.700000,65.292784,14.432990,19.000000,60.200000,0.946429,0.389005,0.670875
"real","348685810","Blech, Loafing Pest",62.000000,0.919355,"aristocrats","aristocrats",1.000000,0.774194,0.842105,0.770000,0.837544,0.048387,0.516129,0.003174,0.202763,1.000000,1.000000,0.017544,1.000000,0.000000,0.000000,0.000000,1.000000,,100.000000,88.000000,85.000000,88.610309,14.432990,100.000000,96.200000,0.887097,0.434635,0.842105
"real","348697348","Glarb, Calamity's Augur",58.000000,0.810345,"midrange","control",0.594000,0.586207,0.723404,0.530000,0.654043,0.049460,0.522022,0.007445,0.147074,1.000000,1.000000,0.000000,1.000000,0.000000,0.446809,1.000000,1.000000,0.245816,0.000000,19.000000,95.700000,76.532990,14.432990,19.000000,87.000000,0.913793,0.377633,0.723404
"real","348684696","Quandrix, the Proof",57.000000,0.736842,"tokens","tokens",0.165000,0.315789,0.428571,0.320000,0.434286,0.105263,0.600000,0.029049,0.253393,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,19.000000,60.100000,53.589691,14.432990,19.000000,93.300000,0.543860,0.257143,0.428571
"real","348697182","Tifa Lockhart",47.000000,0.787234,"spells","spells",0.544500,0.617021,0.783784,0.620000,0.787568,0.063830,0.527273,0.007002,0.138674,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.026814,0.000000,20.000000,77.500000,55.488660,14.432990,100.000000,55.000000,0.808511,0.413268,0.783784
"real","348701526","Toph, the First Metalbender",60.000000,0.816667,"tokens","counters",0.165000,0.672222,0.823129,0.670000,0.820408,0.100000,0.540179,0.007145,0.202062,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,90.100000,70.717526,14.432990,100.000000,79.000000,0.933333,0.444637,0.823129
"real","348703032","Kotis, the Fangkeeper",59.000000,0.711864,"midrange","control",0.371250,0.457627,0.642857,0.360000,0.505714,0.084746,0.551020,0.004162,0.187793,1.000000,1.000000,0.000000,1.000000,0.000000,0.357143,1.000000,1.000000,-0.057175,0.000000,20.000000,75.800000,70.184536,14.432990,100.000000,88.700000,0.915254,0.354227,0.642857
"real","353996122","Giada, Font of Hope",59.000000,0.728814,"typal","typal",1.000000,0.661017,0.906977,0.660000,0.905581,0.118644,0.549296,0.003997,0.175983,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,19.000000,87.700000,78.988660,14.432990,19.000000,99.200000,0.932203,0.498198,0.906977
"real","356465188","Thranduil, the Elvenking",59.000000,0.711864,"typal","typal",1.000000,0.661017,0.928571,0.660000,0.927143,0.028249,0.510917,0.012871,0.092670,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,85.000000,61.067010,14.432990,100.000000,90.600000,0.983051,0.474423,0.928571
"real","348700296","Etali, Primal Conqueror // Etali, Primal Sickness",62.000000,0.758065,"aggro","control",0.120000,0.483871,0.638298,0.330000,0.435319,0.080645,0.545455,0.011793,0.121849,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,80.500000,73.768041,14.432990,100.000000,91.800000,0.709677,0.348162,0.638298
"real","348700527","Katara, Waterbending Master",59.000000,0.728814,"midrange","spells",0.792000,0.576271,0.790698,0.580000,0.795814,0.084746,0.539683,0.003551,0.123731,1.000000,1.000000,0.000000,1.000000,0.023256,0.465116,1.000000,1.000000,0.137703,0.000000,19.000000,84.100000,76.530928,14.432990,19.000000,82.900000,0.983051,0.426726,0.790698
"real","348647885","The Unbeatable Squirrel Girl",57.000000,0.771930,"lifegain","recursion",0.165000,0.421053,0.545455,0.420000,0.544091,0.000000,0.500000,0.002612,0.252261,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,90.100000,75.717526,14.432990,100.000000,100.000000,0.859649,0.272727,0.545455
"real","348697940","Pantlaza, Sun-Favored",74.000000,0.756757,"tokens","midrange",0.495000,0.504505,0.666667,0.450000,0.594643,0.054054,0.528302,0.014027,0.076550,0.000000,0.000000,0.000000,1.000000,0.000000,0.375000,1.000000,1.000000,,0.000000,19.000000,77.500000,66.484536,14.432990,19.000000,59.000000,1.000000,0.352201,0.666667
"real","348700752","Slimefoot and Squee",60.000000,0.766667,"aristocrats","recursion",0.495000,0.605556,0.789855,0.590000,0.769565,0.016667,0.506977,0.001642,0.184753,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,92.200000,73.306186,14.432990,100.000000,84.100000,0.900000,0.400438,0.789855
"real","348701516","Jodah, the Unifier",60.000000,0.533333,"control","control",0.742500,0.450000,0.843750,0.410000,0.768750,0.016667,0.509434,0.001570,0.082657,1.000000,1.000000,0.000000,1.000000,0.000000,0.843750,1.000000,1.000000,0.023888,0.000000,20.000000,92.200000,72.785567,14.432990,100.000000,91.700000,0.983333,0.429835,0.843750
"real","348696293","Urza, Lord High Artificer",58.000000,0.741379,"typal","typal",1.000000,0.620690,0.837209,0.620000,0.836279,0.120690,0.553846,0.005346,0.164254,1.000000,0.000000,0.000000,0.000000,0.000000,0.325581,1.000000,1.000000,,0.000000,19.000000,81.700000,71.873196,14.432990,19.000000,86.400000,0.862069,0.463685,0.000000
"real","348704781","Leonardo, the Balance",60.000000,0.900000,"control","control",1.000000,0.650000,0.722222,0.540000,0.600000,0.016667,0.506494,0.002058,0.120737,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.000391,0.000000,20.000000,90.100000,75.724742,14.432990,100.000000,93.200000,1.000000,0.365801,0.722222
"real","348703812","Helga, Skittish Seer",65.000000,0.707692,"midrange","midrange",0.371250,0.384615,0.543478,0.370000,0.522826,0.015385,0.510204,0.003275,0.048446,1.000000,1.000000,0.000000,1.000000,0.000000,0.869565,1.000000,1.000000,,0.000000,20.000000,90.100000,65.397938,14.432990,100.000000,61.100000,0.846154,0.277285,0.543478
"real","348693481","Derevi, Empyrial Tactician",61.000000,0.754098,"control","control",0.330000,0.579235,0.768116,0.500000,0.663043,0.021858,0.509615,0.003777,0.205558,1.000000,1.000000,0.000000,1.000000,0.000000,0.413043,1.000000,0.000000,0.125383,0.000000,19.000000,97.100000,78.409278,14.432990,19.000000,90.600000,0.967213,0.391444,0.768116
"real","348689812","Ureni of the Unwritten",59.000000,0.762712,"typal","typal",0.990000,0.711864,0.933333,0.710000,0.930889,0.271186,0.617647,0.023172,0.181992,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,19.000000,85.000000,69.500000,14.432990,19.000000,97.600000,0.949153,0.576471,0.933333
"real","348691388","Tiamat",60.000000,0.466667,"typal","typal",0.660000,0.333333,0.714286,0.330000,0.707143,0.050000,0.540541,0.004747,0.147492,1.000000,1.000000,0.000000,1.000000,0.000000,0.714286,1.000000,1.000000,,0.000000,20.000000,87.700000,66.697938,14.432990,100.000000,94.600000,0.900000,0.386100,0.714286
"real","348694410","Doran, Besieged by Time",59.000000,0.661017,"control","control",0.330000,0.474576,0.717949,0.370000,0.559744,0.016949,0.509091,0.003999,0.177712,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,53.600000,66.155670,14.432990,100.000000,96.300000,0.932203,0.365501,0.717949
"real","348685804","Atraxa, Grand Unifier",59.000000,0.559322,"spells","aristocrats",0.396000,0.491525,0.878788,0.490000,0.876061,0.033898,0.517857,0.008369,0.083923,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.067111,0.000000,20.000000,87.700000,70.749485,14.432990,100.000000,81.400000,0.593220,0.455087,0.878788
"real","348667519","Anina, Natural Parallelist",61.000000,0.590164,"midrange","spells",0.123750,0.557377,0.944444,0.560000,0.948889,0.114754,0.557377,0.011111,0.214971,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,47.800000,59.373196,14.432990,100.000000,54.400000,1.000000,0.526412,0.944444
"real","348683776","Krenko, Mob Boss",60.000000,0.700000,"typal","typal",1.000000,0.600000,0.857143,0.600000,0.857143,0.083333,0.537313,0.004847,0.113868,1.000000,1.000000,0.000000,1.000000,0.000000,0.619048,1.000000,1.000000,,0.000000,20.000000,87.700000,72.991753,14.432990,100.000000,95.100000,1.000000,0.460554,0.857143
"real","348685240","Flubs, the Fool",60.000000,0.800000,"spells","spells",0.742500,0.705556,0.881944,0.580000,0.725000,0.085859,0.532393,0.002193,0.187242,1.000000,1.000000,0.000000,1.000000,0.000000,0.854167,1.000000,1.000000,,0.000000,20.000000,63.700000,64.951546,14.432990,100.000000,66.800000,0.933333,0.469541,0.881944
"real","348691169","Lumra, Bellow of the Woods",52.000000,0.788462,"recursion","recursion",0.495000,0.602564,0.764228,0.500000,0.634146,0.057692,0.525140,0.006112,0.116822,1.000000,1.000000,0.000000,1.000000,0.024390,0.536585,1.000000,1.000000,0.074465,0.000000,20.000000,65.200000,61.230928,14.432990,100.000000,54.100000,0.961538,0.401326,0.764228
"real","348695761","Fynn, the Fangbearer",65.000000,0.876923,"counters","counters",0.550000,0.553846,0.631579,0.550000,0.627193,0.230769,0.631579,0.038862,0.036320,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,92.200000,74.610309,14.432990,100.000000,99.800000,1.000000,0.398892,0.631579
"real","348670524","Norman Osborn // Green Goblin",62.000000,0.854839,"midrange","recursion",0.792000,0.516129,0.603774,0.420000,0.491321,0.043011,0.521739,0.002946,0.142787,0.500000,0.750000,0.028302,1.000000,0.000000,0.000000,0.000000,0.000000,0.197119,0.000000,19.000000,69.500000,70.885567,14.432990,19.000000,88.300000,0.983871,0.315012,0.603774
"real","348695711","Sythis, Harvest's Hand",59.000000,0.627119,"control","midrange",0.330000,0.423729,0.675676,0.420000,0.669730,0.000000,0.500000,0.000690,0.155027,1.000000,1.000000,0.000000,1.000000,0.027027,0.648649,1.000000,1.000000,,0.000000,20.000000,66.500000,65.658763,14.432990,100.000000,64.900000,1.000000,0.337838,0.675676
"real","348694456","Tamiyo, Inquisitive Student // Tamiyo, Seasoned Scholar",59.000000,0.711864,"midrange","midrange",0.594000,0.525424,0.738095,0.530000,0.744524,0.079096,0.540698,0.004784,0.184138,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.209568,0.000000,19.000000,70.700000,73.296907,14.432990,19.000000,81.800000,0.932203,0.399086,0.738095
"real","348680577","Zimone, Infinite Analyst",63.000000,0.714286,"control","spells",0.330000,0.507937,0.711111,0.510000,0.714000,0.015873,0.507937,0.003207,0.177723,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,19.000000,70.700000,73.475258,14.432990,19.000000,96.400000,0.984127,0.361199,0.711111
"real","348685627","Cloud, Midgar Mercenary",54.000000,0.777778,"control","control",0.660000,0.484661,0.623136,0.480000,0.617143,0.018706,0.509839,0.000279,0.272602,1.000000,0.500000,0.011905,1.000000,0.000000,0.476190,1.000000,1.000000,-0.078255,0.000000,20.000000,81.700000,65.146392,14.432990,100.000000,67.400000,1.000000,0.317699,0.623136
"real","348651011","The Serpent Society",60.000000,0.716667,"aristocrats","aristocrats",1.000000,0.700000,0.976744,0.700000,0.976744,0.316667,0.646154,0.021658,0.338118,1.000000,1.000000,0.023256,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,85.000000,64.335052,14.432990,100.000000,83.100000,0.983333,0.631127,0.976744
"real","349860820","The Great Goblin",59.000000,0.627119,"control","typal",1.000000,0.508475,0.810811,0.510000,0.813243,0.000000,0.500000,0.003863,0.141100,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.108803,0.000000,20.000000,87.700000,77.017526,14.432990,100.000000,97.900000,0.983051,0.405405,0.810811
"real","348686051","Ral, Crackling Wit",56.000000,0.714286,"spells","control",0.841500,0.607143,0.850000,0.450000,0.630000,0.071429,0.531250,0.004357,0.149480,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,19.000000,68.700000,67.815464,14.432990,19.000000,57.800000,0.875000,0.451562,0.850000
"real","348686034","Mendicant Core, Guidelight",59.000000,0.796610,"control","typal",1.000000,0.542373,0.680851,0.540000,0.677872,0.050847,0.524590,0.003718,0.117539,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,-0.010116,0.000000,20.000000,82.700000,76.563918,14.432990,100.000000,98.300000,1.000000,0.357168,0.680851
"real","348693852","Grist, the Hunger Tide",58.000000,0.775862,"recursion","recursion",1.000000,0.586207,0.755556,0.570000,0.734667,0.028736,0.512563,0.005809,0.037791,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,19.000000,90.100000,69.357732,14.432990,19.000000,63.300000,0.982759,0.387270,0.755556
"real","348694965","Sheoldred, the Apocalypse",60.000000,0.750000,"control","control",1.000000,0.538889,0.718519,0.470000,0.626667,0.016667,0.507853,0.004307,0.100844,1.000000,0.500000,0.011111,1.000000,0.000000,0.000000,0.000000,1.000000,-0.040598,0.000000,20.000000,87.700000,77.414433,14.432990,100.000000,98.900000,0.966667,0.364902,0.718519
