cohort,id,commander,F,coverage,plan,plan_live,R,q_live,q_typed,q_final,q_typed_final,conc_gap,conc_share,conc_ent,role_conc,link_cons,link_u,link_typed,link_plan,cmd_link,cmd_econ,cmd_typed,cmd_member,shape_d,s_live,total,win_w,base,w_syn,cap_hard,mana_m,mv_fit,comb_qc,comb_ql
"real","371936019","Fluros of Myra's Marvels",63.000000,0.793651,"midrange","midrange",0.247500,0.269841,0.340000,0.270000,0.340200,0.000000,0.500000,0.000367,0.213006,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,19.000000,10.400000,50.843299,17.525773,19.000000,97.200000,0.904762,0.170000,0.340000
"real","239054120","The Book of Vile Darkness",58.000000,0.741379,"midrange","midrange",0.990000,0.574713,0.775194,0.550000,0.741860,0.000000,0.500000,0.001625,0.026177,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.070203,0.000000,20.000000,0.000000,52.447423,17.525773,100.000000,99.500000,0.862069,0.387597,0.775194
"real","4232912","Sire of Stagnation",58.000000,0.568966,"control","recursion",1.000000,0.517241,0.909091,0.500000,0.878788,0.017241,0.508475,0.003159,0.094587,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,45.300000,61.395876,17.525773,100.000000,96.300000,1.000000,0.462250,0.909091
"real","380715152","Jegantha, the Wellspring",63.000000,0.714286,"recursion","combo",0.495000,0.587302,0.822222,0.520000,0.728000,0.111111,0.552239,0.012405,0.105540,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.046247,53.300000,44.000000,80.100000,66.013402,17.525773,100.000000,30.200000,0.968254,0.454063,0.822222
"real","313195452","Blightsteel Colossus",64.000000,0.703125,"typal","typal",0.990000,0.296875,0.422222,0.280000,0.398222,0.015625,0.513514,0.008526,0.496742,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,19.000000,53.400000,49.148454,17.525773,19.000000,60.500000,0.718750,0.216817,0.000000
"real","346081184","Viper, Cruel Conspirator",62.000000,0.693548,"control","midrange",0.495000,0.451613,0.651163,0.390000,0.562326,0.048387,0.528302,0.005121,0.104611,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.216841,0.000000,20.000000,0.200000,49.515464,17.525773,100.000000,100.000000,0.983871,0.344011,0.651163
"real","142391113","Hollowhenge Overlord",74.000000,0.837838,"typal","typal",1.000000,0.581081,0.693548,0.580000,0.692258,0.162162,0.581081,0.010539,0.140819,1.000000,1.000000,0.016129,1.000000,0.032258,0.532258,1.000000,1.000000,,0.000000,20.000000,59.800000,51.261856,17.525773,100.000000,53.600000,0.945946,0.403008,0.693548
"real","314283189","Jocasta, Automaton Avenger",68.000000,0.514706,"typal","typal",1.000000,0.411765,0.800000,0.410000,0.796571,0.102941,0.571429,0.013284,0.553573,1.000000,1.000000,0.000000,1.000000,0.000000,0.685714,1.000000,1.000000,,0.000000,20.000000,42.500000,45.863918,17.525773,100.000000,54.200000,0.926471,0.457143,0.800000
"real","373528607","Commander Eesha",65.000000,0.738462,"control","control",0.742500,0.400000,0.541667,0.380000,0.514583,0.015385,0.509804,0.000277,0.127477,1.000000,1.000000,0.000000,1.000000,0.000000,0.270833,1.000000,0.000000,,0.000000,20.000000,3.200000,52.894845,17.525773,100.000000,99.100000,0.984615,0.276144,0.541667
"real","369340588","Jacob Frye",64.000000,0.718750,"typal","typal",0.990000,0.531250,0.739130,0.530000,0.737391,0.109375,0.557377,0.006583,0.103628,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,19.000000,71.900000,66.847423,17.525773,19.000000,85.500000,0.984375,0.411974,0.739130
"real","372227407","Noble Heritage",62.000000,0.790323,"midrange","aristocrats",1.000000,0.677419,0.857143,0.680000,0.860408,0.064516,0.525000,0.002082,0.025041,1.000000,1.000000,0.020408,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,19.000000,0.000000,53.785567,17.525773,19.000000,98.700000,0.935484,0.450000,0.857143
"real","378793646","Kaervek, the Spiteful",62.000000,0.935484,"midrange","tokens",1.000000,0.682796,0.729885,0.680000,0.726897,0.048387,0.518367,0.002211,0.019785,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.020751,0.000000,20.000000,42.500000,61.055670,17.525773,100.000000,99.800000,0.967742,0.378349,0.729885
"real","364448704","Kharis & The Beholder",62.000000,0.774194,"midrange","midrange",1.000000,0.569892,0.736111,0.570000,0.736250,0.005376,0.502370,0.005264,0.042649,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,19.000000,0.000000,53.657732,17.525773,19.000000,98.700000,0.919355,0.369800,0.736111
"real","167444597","Efreet Weaponmaster",63.000000,0.634921,"midrange","midrange",0.742500,0.380952,0.600000,0.380000,0.598500,0.000000,0.500000,0.000993,0.005033,1.000000,0.000000,0.000000,1.000000,0.000000,0.325000,1.000000,0.000000,0.077127,0.000000,20.000000,48.300000,61.428866,17.525773,100.000000,76.600000,0.761905,0.300000,0.600000
"real","381131508","Kitt Kanto, Mayhem Diva",64.000000,0.828125,"control","midrange",1.000000,0.656250,0.792453,0.610000,0.736604,0.041667,0.516393,0.007740,0.121570,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,53.400000,66.303093,17.525773,100.000000,96.400000,0.984375,0.409217,0.792453
"real","374673378","Flitwing, Lyev Detective",62.000000,0.709677,"typal","typal",1.000000,0.645161,0.909091,0.650000,0.915909,0.064516,0.526316,0.007028,0.228711,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,19.000000,53.400000,64.117526,17.525773,19.000000,100.000000,0.951613,0.478469,0.909091
"real","236210428","Seething Song",67.000000,0.746269,"spells","spells",0.594000,0.597015,0.800000,0.600000,0.804000,0.044776,0.519481,0.003364,0.240173,0.000000,0.500000,0.020000,1.000000,0.000000,0.120000,1.000000,1.000000,,0.000000,19.000000,68.700000,71.579381,17.525773,19.000000,92.700000,0.925373,0.415584,0.800000
"real","381151509","Jhoira, Weatherlight Corsair",60.000000,0.733333,"control","control",0.660000,0.500000,0.681818,0.430000,0.586364,0.016667,0.508475,0.002651,0.071790,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.026480,0.000000,19.000000,0.000000,52.938144,17.525773,19.000000,97.800000,0.950000,0.346687,0.681818
"real","379648828","Minwu, White Mage",62.000000,0.870968,"lifegain","lifegain",0.495000,0.741935,0.851852,0.740000,0.849630,0.107527,0.539063,0.002360,0.113343,1.000000,1.000000,0.000000,1.000000,0.000000,0.462963,1.000000,1.000000,,50.000000,60.000000,70.400000,77.313402,17.525773,100.000000,99.600000,1.000000,0.459201,0.851852
"real","380685190","Moira and Teshar",61.000000,0.803279,"recursion","recursion",1.000000,0.622951,0.775510,0.620000,0.771837,0.131148,0.558824,0.004424,0.065549,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,-0.025456,0.000000,20.000000,58.100000,64.395876,17.525773,100.000000,97.300000,0.819672,0.433373,0.775510
"real","376080947","Desmond Miles",67.000000,0.761194,"aristocrats","recursion",0.660000,0.467662,0.614379,0.300000,0.394118,0.044776,0.525140,0.012720,0.223834,1.000000,0.000000,0.000000,1.000000,0.000000,0.352941,1.000000,1.000000,,0.000000,20.000000,70.400000,63.321649,17.525773,100.000000,65.600000,0.895522,0.322635,0.614379
"real","366352574","Beifong's Bounty Hunters",61.000000,0.819672,"aristocrats","aristocrats",0.990000,0.606557,0.740000,0.610000,0.744200,0.016393,0.506849,0.018942,0.161862,1.000000,1.000000,0.000000,1.000000,0.000000,0.460000,1.000000,1.000000,,0.000000,19.000000,52.100000,57.323711,17.525773,19.000000,98.700000,0.754098,0.375068,0.740000
"real","345531034","Glorfindel, Dauntless Rescuer",62.000000,0.951613,"tokens","tokens",0.495000,0.680352,0.714946,0.680000,0.714576,0.032584,0.512267,0.001799,0.131417,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,0.000000,49.987629,17.525773,100.000000,100.000000,0.903226,0.366243,0.714946
"real","377386888","Chong and Lily, Nomads",59.000000,0.576271,"midrange","spells",0.495000,0.440678,0.764706,0.440000,0.763529,0.016949,0.509804,0.000429,0.125470,1.000000,1.000000,0.000000,1.000000,0.000000,0.647059,1.000000,1.000000,-0.133556,0.000000,20.000000,48.800000,54.709278,17.525773,100.000000,99.900000,0.864407,0.389850,0.764706
"real","380016109","The Dalek Emperor",60.000000,0.616667,"midrange","midrange",0.371250,0.383333,0.621622,0.380000,0.616216,0.033333,0.522727,0.001816,0.051341,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,52.100000,62.579381,17.525773,100.000000,98.900000,0.900000,0.324939,0.621622
"real","381321020","Frodo, Determined Hero",68.000000,0.602941,"control","control",0.495000,0.220588,0.365854,0.220000,0.364878,0.014706,0.517241,0.000877,0.200421,1.000000,0.500000,0.012195,1.000000,0.000000,0.073171,1.000000,0.000000,-0.171808,0.000000,20.000000,88.000000,59.783505,17.525773,100.000000,59.700000,1.000000,0.189235,0.365854
"real","22546701","Lumberknot",65.000000,0.815385,"midrange","control",0.866250,0.415385,0.509434,0.350000,0.429245,0.000000,0.500000,0.001569,0.001523,1.000000,0.500000,0.009434,1.000000,0.000000,0.584906,1.000000,0.000000,,0.000000,20.000000,1.400000,52.364948,17.525773,100.000000,88.800000,1.000000,0.254717,0.509434
"real","244902623","Undead Alchemist",62.000000,0.741935,"midrange","midrange",0.792000,0.677419,0.913043,0.530000,0.714348,0.048387,0.518519,0.004715,0.057902,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.096881,0.000000,19.000000,0.000000,52.305155,17.525773,19.000000,97.400000,0.983871,0.473430,0.913043
"real","371572896","Uncle Iroh",64.000000,0.718750,"spells","control",0.495000,0.437500,0.608696,0.370000,0.514783,0.000000,0.500000,0.000852,0.311034,1.000000,1.000000,0.000000,1.000000,0.000000,0.391304,1.000000,1.000000,,0.000000,20.000000,30.300000,58.379381,17.525773,100.000000,85.300000,0.781250,0.304348,0.608696
"real","381306283","Long Feng, Grand Secretariat",60.000000,0.850000,"control","counters",0.742500,0.451515,0.531194,0.430000,0.505882,0.018182,0.510274,0.000546,0.083802,1.000000,1.000000,0.000000,1.000000,0.019608,0.745098,1.000000,0.000000,-0.074030,0.000000,19.000000,58.100000,61.441237,17.525773,19.000000,98.500000,1.000000,0.271055,0.531194
"real","381196287","Hyperion, Supreme Hero",63.000000,0.761905,"midrange","midrange",0.990000,0.555556,0.729167,0.510000,0.669375,0.000000,0.500000,0.002183,0.035593,1.000000,0.500000,0.010417,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,71.900000,69.414433,17.525773,100.000000,99.200000,0.920635,0.364583,0.729167
"real","380408407","Archangel Avacyn // Avacyn, the Purifier",62.000000,0.677419,"control","typal",0.742500,0.548387,0.809524,0.550000,0.811905,0.064516,0.531250,0.011691,0.100633,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.206951,0.000000,20.000000,29.300000,60.544330,17.525773,100.000000,94.600000,0.967742,0.430060,0.809524
"real","374603813","Alhammarret, High Arbiter",64.000000,0.703125,"spells","control",0.792000,0.453125,0.644444,0.420000,0.597333,0.031250,0.517857,0.000943,0.282507,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,68.700000,73.144330,17.525773,100.000000,99.800000,0.812500,0.333730,0.644444
"real","376316876","Tempestra, Dame of Games",64.000000,0.687500,"midrange","midrange",0.792000,0.531250,0.772727,0.490000,0.712727,0.010417,0.504950,0.009389,0.095700,1.000000,1.000000,0.000000,1.000000,0.000000,0.454545,1.000000,0.000000,0.184338,0.000000,19.000000,61.300000,66.534021,17.525773,19.000000,96.400000,0.906250,0.390189,0.772727
"real","381039666","Donatello, Gadget Master",62.000000,0.838710,"control","control",0.990000,0.518899,0.618687,0.520000,0.620000,0.016292,0.507974,0.003332,0.150601,1.000000,1.000000,0.000000,1.000000,0.000000,0.384615,1.000000,0.000000,,0.000000,20.000000,91.100000,70.127835,17.525773,100.000000,70.900000,1.000000,0.314277,0.618687
"real","377435494","Tori D'Avenant, Fury Rider",61.000000,0.754098,"tokens","control",0.792000,0.491803,0.652174,0.430000,0.570217,0.065574,0.535714,0.002621,0.017543,1.000000,1.000000,0.021739,1.000000,0.000000,0.673913,1.000000,1.000000,,0.000000,20.000000,71.900000,69.474227,17.525773,100.000000,96.400000,0.868852,0.349379,0.652174
"real","380403553","Zuko, Firebending Master",62.000000,0.774194,"spells","spells",1.000000,0.596774,0.770833,0.600000,0.775000,0.112903,0.552239,0.004837,0.214454,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,71.900000,73.220619,17.525773,100.000000,99.300000,0.806452,0.425684,0.770833
"real","377431233","Ian Chesterton",64.000000,0.625000,"typal","spells",0.360000,0.569287,0.910859,0.440000,0.704000,0.100537,0.548426,0.007975,0.069939,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,19.000000,0.000000,40.750515,17.525773,19.000000,87.700000,0.937500,0.499539,0.910859
"real","377432390","Winter, Team Player",61.000000,0.770492,"spells","spells",0.685385,0.642325,0.833656,0.640000,0.830638,0.019374,0.507656,0.008190,0.097224,1.000000,1.000000,0.000000,1.000000,0.000000,0.468085,1.000000,1.000000,,0.000000,19.000000,0.000000,52.160825,17.525773,19.000000,95.400000,0.934426,0.423210,0.833656
"real","380693759","Katara, Bending Prodigy",63.000000,0.682540,"midrange","midrange",0.594000,0.447330,0.655391,0.430000,0.630000,0.016194,0.509217,0.003183,0.201372,1.000000,1.000000,0.023256,1.000000,0.000000,0.000000,0.000000,1.000000,-0.011988,0.000000,20.000000,0.000000,54.474227,17.525773,100.000000,91.500000,0.968254,0.333736,0.655391
"real","380071878","Hurska Sweet-Tooth",61.000000,0.836066,"midrange","midrange",0.990000,0.672131,0.803922,0.590000,0.705686,0.016393,0.506173,0.006730,0.051903,1.000000,0.500000,0.009804,1.000000,0.039216,0.686275,1.000000,1.000000,,0.000000,20.000000,59.800000,64.268041,17.525773,100.000000,98.500000,0.950820,0.406923,0.803922
"real","381389043","Karrthus, Tyrant of Jund",59.000000,0.745763,"typal","typal",1.000000,0.627119,0.840909,0.630000,0.844773,0.169492,0.578125,0.007683,0.124047,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,19.000000,59.800000,62.890722,17.525773,19.000000,94.800000,0.915254,0.486151,0.840909
"real","381394145","Witherbloom, the Balancer",65.000000,0.784615,"spells","spells",0.495000,0.676923,0.862745,0.680000,0.866667,0.025641,0.509653,0.006828,0.190606,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,0.000000,52.979381,17.525773,100.000000,88.600000,0.830769,0.439700,0.862745
"real","381391597","The Ur-Dragon",62.000000,0.774194,"control","control",1.000000,0.580645,0.750000,0.410000,0.529583,0.032258,0.514286,0.009239,0.028287,1.000000,1.000000,0.000000,1.000000,0.000000,0.666667,1.000000,1.000000,0.277433,0.000000,20.000000,55.500000,63.583505,17.525773,100.000000,91.400000,0.967742,0.385714,0.750000
"real","381392872","Krenko, Mob Boss",62.000000,0.774194,"typal","typal",1.000000,0.564516,0.729167,0.560000,0.723333,0.096774,0.546875,0.005462,0.185273,1.000000,1.000000,0.000000,1.000000,0.000000,0.604167,1.000000,1.000000,,0.000000,20.000000,62.300000,68.101031,17.525773,100.000000,100.000000,0.983871,0.398763,0.729167
"real","381392048","Sauron, the Dark Lord",59.000000,0.593220,"midrange","recursion",0.371250,0.374593,0.631457,0.370000,0.623714,0.001712,0.501145,0.001471,0.034352,1.000000,1.000000,0.000000,1.000000,0.000000,0.514286,1.000000,0.000000,-0.040477,0.000000,20.000000,59.800000,61.305155,17.525773,100.000000,92.300000,0.881356,0.316452,0.631457
"real","381392140","Rograkh, Son of Rohgahh",74.000000,0.783784,"spells","combo",0.495000,0.601351,0.767241,0.580000,0.740000,0.092342,0.541582,0.026653,0.298297,1.000000,0.750000,0.025862,0.500000,0.000000,0.068966,1.000000,0.000000,,68.500000,19.000000,92.500000,81.489691,17.525773,19.000000,67.100000,0.959459,0.415524,0.383621
"real","381379045","Hearthhull, the Worldseed",60.000000,0.833333,"control","control",1.000000,0.605556,0.726667,0.480000,0.576000,0.005556,0.502304,0.003369,0.057996,1.000000,1.000000,0.000000,1.000000,0.000000,0.440000,1.000000,1.000000,0.278970,0.000000,20.000000,44.000000,59.354639,17.525773,100.000000,97.100000,0.966667,0.365008,0.726667
"real","381386312","Cloud, Ex-SOLDIER",63.000000,0.682540,"lifegain","lifegain",0.165000,0.412698,0.604651,0.410000,0.600698,0.047619,0.530612,0.005044,0.239563,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,71.900000,69.226804,17.525773,100.000000,94.800000,1.000000,0.320835,0.604651
"real","381394442","Pantlaza, Sun-Favored",60.000000,0.733333,"typal","typal",1.000000,0.683333,0.931818,0.680000,0.927273,0.250000,0.611940,0.027962,0.300733,1.000000,1.000000,0.000000,1.000000,0.000000,0.727273,1.000000,1.000000,,2.000000,22.000000,64.400000,58.678351,17.525773,100.000000,89.900000,0.883333,0.570217,0.931818
"real","381389953","Ashling, the Limitless",61.000000,0.672131,"typal","typal",0.990000,0.524590,0.780488,0.520000,0.773659,0.081967,0.542373,0.016648,0.241540,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,64.400000,55.579381,17.525773,100.000000,82.500000,0.885246,0.423315,0.780488
"real","381393546","Kaalia of the Vast",61.000000,0.737705,"control","control",0.424286,0.349727,0.474074,0.350000,0.474444,0.000000,0.500000,0.000025,0.033637,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.128339,0.000000,20.000000,53.400000,55.280412,17.525773,100.000000,74.300000,0.934426,0.237037,0.474074
"real","381384427","Dina, Essence Brewer",59.000000,0.898305,"aristocrats","aristocrats",1.000000,0.813559,0.905660,0.810000,0.901698,0.016949,0.505263,0.007512,0.035957,1.000000,1.000000,0.000000,1.000000,0.000000,0.773585,1.000000,1.000000,,100.000000,60.000000,50.600000,83.624742,17.525773,100.000000,97.900000,0.796610,0.457597,0.905660
"real","381389977","The Wise Mothman",72.000000,0.458333,"counters","counters",0.495000,0.333333,0.727273,0.330000,0.720000,0.138889,0.631579,0.050548,0.144774,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,28.700000,35.934021,17.525773,100.000000,41.300000,0.861111,0.459330,0.727273
"real","381389364","Giada, Font of Hope",61.000000,0.770492,"typal","typal",1.000000,0.704918,0.914894,0.700000,0.908511,0.131148,0.551282,0.011760,0.152797,1.000000,1.000000,0.021277,1.000000,0.000000,0.000000,0.000000,1.000000,,100.000000,19.000000,58.100000,80.177320,17.525773,19.000000,81.900000,0.836066,0.504364,0.914894
"real","381393472","Kefka, Court Mage // Kefka, Ruler of Ruin",70.000000,0.814286,"spells","combo",0.495000,0.607143,0.745614,0.540000,0.663158,0.207143,0.602837,0.019476,0.287579,0.500000,0.500000,0.017544,0.500000,0.052632,0.473684,1.000000,0.000000,,58.300000,67.000000,91.100000,81.155670,17.525773,100.000000,89.200000,0.914286,0.449484,0.372807
"real","381385383","Sephiroth, Fabled SOLDIER // Sephiroth, One-Winged Angel",68.000000,0.926471,"aristocrats","aristocrats",1.000000,0.786542,0.848966,0.780000,0.841905,0.163993,0.558191,0.008618,0.144051,1.000000,1.000000,0.015873,1.000000,0.000000,0.000000,0.000000,0.000000,,100.000000,72.000000,64.400000,80.245361,17.525773,100.000000,71.500000,0.838235,0.473885,0.848966
"real","381392533","Lathril, Blade of the Elves",62.000000,0.774194,"typal","typal",1.000000,0.549528,0.709806,0.550000,0.710417,0.017269,0.507982,0.006248,0.241338,1.000000,1.000000,0.000000,1.000000,0.000000,0.625000,1.000000,1.000000,,0.000000,20.000000,73.200000,70.767010,17.525773,100.000000,98.900000,0.935484,0.360569,0.709806
"real","381392865","Nekusar, the Mindrazer",63.000000,0.761905,"midrange","midrange",1.000000,0.587302,0.770833,0.590000,0.774375,0.047619,0.521127,0.000697,0.032236,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,74.300000,72.567010,17.525773,100.000000,96.500000,0.920635,0.401702,0.770833
"real","381203791","Quintorius, History Chaser",62.000000,0.822581,"typal","typal",1.000000,0.693548,0.843137,0.690000,0.838824,0.014826,0.505402,0.005127,0.109799,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,62.000000,66.000000,58.100000,76.301031,17.525773,100.000000,98.600000,0.983871,0.426123,0.843137
"real","381383923","Silverquill, the Disputant",64.000000,0.734375,"spells","spells",0.495000,0.578125,0.787234,0.580000,0.789787,0.031250,0.513889,0.002935,0.289950,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,42.500000,57.816495,17.525773,100.000000,94.800000,0.859375,0.404551,0.787234
"real","381389940","Jodah, the Unifier",61.000000,0.704918,"control","midrange",1.000000,0.573770,0.813953,0.510000,0.723488,0.000000,0.500000,0.005629,0.085451,1.000000,1.000000,0.000000,1.000000,0.000000,0.465116,1.000000,1.000000,0.158547,0.000000,20.000000,71.900000,68.484536,17.525773,100.000000,92.800000,1.000000,0.406977,0.813953
"real","381386513","Maralen, Fae Ascendant",62.000000,0.870968,"typal","typal",1.000000,0.774194,0.888889,0.770000,0.884074,0.075269,0.525547,0.006833,0.063800,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,100.000000,47.000000,33.600000,79.816495,17.525773,100.000000,93.800000,0.967742,0.467153,0.888889
"real","381388596","Prismari, the Inspiration",65.000000,0.892308,"spells","spells",1.000000,0.815385,0.913793,0.820000,0.918966,0.200000,0.569892,0.021495,0.184342,1.000000,1.000000,0.034483,1.000000,0.000000,0.000000,0.000000,0.000000,,100.000000,88.000000,85.500000,92.496907,17.525773,100.000000,93.900000,0.907692,0.520764,0.913793
"real","381393064","Tidus, Yuna's Guardian",63.000000,0.523810,"counters","counters",0.792000,0.460317,0.878788,0.460000,0.878182,0.047619,0.527273,0.011453,0.074254,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,68.700000,66.665979,17.525773,100.000000,90.300000,0.936508,0.463361,0.878788
"real","381383693","Leonardo, the Balance",60.000000,0.783333,"control","control",0.742500,0.483333,0.617021,0.430000,0.548936,0.033333,0.517857,0.001596,0.142365,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.151361,0.000000,20.000000,49.700000,64.296907,17.525773,100.000000,96.500000,0.983333,0.319529,0.617021
"real","381390665","Valgavoth, Harrower of Souls",63.000000,0.587302,"control","combo",0.247500,0.396825,0.675676,0.330000,0.561892,0.015873,0.510204,0.002615,0.136602,1.000000,1.000000,0.000000,1.000000,0.000000,0.459459,1.000000,1.000000,,2.700000,22.000000,55.500000,64.695876,17.525773,100.000000,88.300000,1.000000,0.344732,0.675676
"real","381385706","Yuriko, the Tiger's Shadow",61.000000,0.606557,"midrange","midrange",0.866250,0.426230,0.702703,0.390000,0.642973,0.032787,0.520000,0.000910,0.016118,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,-0.042067,0.000000,19.000000,71.900000,72.115464,17.525773,19.000000,96.200000,0.885246,0.365405,0.702703
"real","381392155","Isshin, Two Heavens as One",66.000000,0.878788,"recursion","aristocrats",1.000000,0.666667,0.758621,0.670000,0.762414,0.015152,0.505747,0.006343,0.064817,1.000000,1.000000,0.034483,1.000000,0.017241,0.465517,1.000000,1.000000,,0.000000,20.000000,44.000000,62.659794,17.525773,100.000000,82.900000,0.924242,0.383670,0.758621
"real","381368602","Ulalek, Fused Atrocity",64.000000,0.734375,"midrange","tokens",0.618750,0.453125,0.617021,0.450000,0.612766,0.010417,0.505814,0.008609,0.102648,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.156181,0.000000,19.000000,58.100000,49.698969,17.525773,19.000000,55.300000,0.562500,0.312098,0.617021
"real","381371141","Frodo, Adventurous Hobbit",60.000000,0.816667,"midrange","midrange",0.618750,0.672222,0.823129,0.550000,0.673469,0.033333,0.512712,0.005078,0.042411,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,19.000000,68.700000,68.210309,17.525773,19.000000,95.800000,0.950000,0.422028,0.823129
"real","381386071","Hakbal of the Surging Soul",63.000000,0.714286,"typal","typal",1.000000,0.587302,0.822222,0.590000,0.826000,0.031746,0.513889,0.008649,0.162710,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,50.600000,56.208247,17.525773,100.000000,87.300000,1.000000,0.422531,0.822222
"real","381394541","Baylen, the Haymaker",63.000000,0.888889,"tokens","tokens",0.495000,0.700818,0.788420,0.700000,0.787500,0.150553,0.560169,0.008109,0.102607,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,45.300000,56.000000,73.200000,78.623711,17.525773,100.000000,96.400000,0.952381,0.441649,0.788420
"real","381386342","Lorehold, the Historian",64.000000,0.718750,"spells","spells",0.685385,0.562500,0.782609,0.560000,0.779130,0.140625,0.571429,0.008953,0.031396,0.500000,0.500000,0.010870,1.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,20.000000,0.000000,53.039175,17.525773,100.000000,92.300000,0.750000,0.447205,0.782609
"real","381371415","Ureni of the Unwritten",61.000000,0.721311,"control","typal",0.742500,0.639344,0.886364,0.640000,0.887273,0.147541,0.565217,0.007032,0.142365,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,,0.000000,20.000000,7.700000,47.241237,17.525773,100.000000,90.700000,0.918033,0.500988,0.886364
"real","381393071","Doctor Doom, King of Latveria",61.000000,0.655738,"midrange","typal",0.495000,0.491803,0.750000,0.490000,0.747250,0.114754,0.566038,0.005924,0.010758,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,-0.020643,0.000000,20.000000,50.600000,62.818557,17.525773,100.000000,92.100000,0.885246,0.424528,0.750000
"real","381386802","Sisay, Weatherlight Captain",67.000000,0.776119,"typal","control",0.360000,0.612996,0.789821,0.310000,0.399423,0.135384,0.562068,0.017964,0.060756,1.000000,1.000000,0.000000,1.000000,0.000000,0.519231,1.000000,1.000000,,0.000000,20.000000,0.000000,42.911340,17.525773,100.000000,53.900000,0.955224,0.443933,0.789821
"real","381389939","Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",68.000000,0.808824,"spells","spells",1.000000,0.691176,0.854545,0.690000,0.853091,0.073529,0.528090,0.003005,0.203065,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,48.100000,58.000000,68.700000,78.172165,17.525773,100.000000,78.700000,0.911765,0.451277,0.854545
